"Col-0_ID"	"Accession"	"Accession_ID"
"AT1G62260"	"Ct-1_ID"	"ATCT-1G62260"
"AT1G53600"	"Ct-1_ID"	"ATCT-1G53600"
"AT1G53330"	"Ct-1_ID"	"ATCT-1G53330"
"AT1G43980"	"Ct-1_ID"	"ATCT-1G43980"
"AT1G43010"	"Ct-1_ID"	"ATCT-1G43010"
"AT1G34160"	"Ct-1_ID"	"ATCT-1G34160"
"AT1G31840"	"Ct-1_ID"	"ATCT-1G31840"
"AT1G31430"	"Ct-1_ID"	"ATCT-1G31430"
"AT1G28690"	"Ct-1_ID"	"ATCT-1G28690"
"AT1G14470"	"Ct-1_ID"	"ATCT-1G14470"
"AT1G13040"	"Ct-1_ID"	"ATCT-1G13040"
"AT1G10330"	"Ct-1_ID"	"ATCT-1G10330"
"AT1G09680"	"Ct-1_ID"	"ATCT-1G09680"
"AT1G09220"	"Ct-1_ID"	"ATCT-1G09220"
"AT1G09190"	"Ct-1_ID"	"ATCT-1G09190"
"AT1G06270"	"Ct-1_ID"	"ATCT-1G06270"
"AT1G03560"	"Ct-1_ID"	"ATCT-1G03560"
"AT1G03540"	"Ct-1_ID"	"ATCT-1G03540"
"AT1G03510"	"Ct-1_ID"	"ATCT-1G03510"
"AT1G03100"	"Ct-1_ID"	"ATCT-1G03100"
"AT1G02420"	"Ct-1_ID"	"ATCT-1G02420"
"AT3G11350"	"Ct-1_ID"	"ATCT-3G11350"
"AT5G03560"	"Ct-1_ID"	"ATCT-5G03560"
"AT3G60980"	"Ct-1_ID"	"ATCT-3G60980"
"AT1G63080"	"Cvi-1_ID"	"ATCVI-1G77080"
"AT1G63130"	"Cvi-1_ID"	"ATCVI-1G76860"
"AT1G63400"	"Cvi-1_ID"	"ATCVI-1G76200"
"AT1G62910"	"Cvi-1_ID"	"ATCVI-1G76200"
"AT1G62914"	"Cvi-1_ID"	"ATCVI-1G76530"
"AT1G62930"	"Cvi-1_ID"	"ATCVI-1G76860"
"AT1G63150"	"Cvi-1_ID"	"ATCVI-1G76200"
"AT1G63070"	"Cvi-1_ID"	"ATCVI-1G76790"
"AT1G62590"	"Cvi-1_ID"	"ATCVI-1G76200"
"AT1G63330"	"Cvi-1_ID"	"ATCVI-1G76200"
"AT1G62670"	"Cvi-1_ID"	"ATCVI-1G76280"
"AT1G63630"	"Cvi-1_ID"	"ATCVI-1G77320"
"AT1G12775"	"Cvi-1_ID"	"ATCVI-1G22890"
"AT2G02750"	"Cvi-1_ID"	"ATCVI-2G12220"
"AT5G16640"	"Cvi-1_ID"	"ATCVI-5G26760"
"AT1G63230"	"Cvi-1_ID"	"ATCVI-1G77320"
"AT1G12300"	"Cvi-1_ID"	"ATCVI-1G22890"
"AT1G12620"	"Cvi-1_ID"	"ATCVI-1G23230"
"AT1G64583"	"Cvi-1_ID"	"ATCVI-1G78420"
"AT1G06580"	"Cvi-1_ID"	"ATCVI-1G16250"
"AT1G07590"	"Cvi-1_ID"	"ATCVI-1G17350"
"AT1G19720"	"Cvi-1_ID"	"ATCVI-1G31140"
"AT2G31400"	"Cvi-1_ID"	"ATCVI-2G52760"
"AT5G02830"	"Cvi-1_ID"	"ATCVI-5G12080"
"AT5G48910"	"Cvi-1_ID"	"ATCVI-5G68450"
"AT5G13770"	"Cvi-1_ID"	"ATCVI-5G23510"
"AT5G42310"	"Cvi-1_ID"	"ATCVI-5G60750"
"AT1G56570"	"Cvi-1_ID"	"ATCVI-1G71090"
"AT1G62720"	"Cvi-1_ID"	"ATCVI-1G76340"
"AT4G34830"	"Cvi-1_ID"	"ATCVI-4G60560"
"AT5G04810"	"Cvi-1_ID"	"ATCVI-5G14360"
"AT2G41720"	"Cvi-1_ID"	"ATCVI-2G64410"
"AT1G60770"	"Cvi-1_ID"	"ATCVI-1G74110"
"AT5G27300"	"Cvi-1_ID"	"ATCVI-5G37870"
"AT3G60960"	"Cvi-1_ID"	"ATCVI-3G81220"
"AT5G10690"	"Cvi-1_ID"	"ATCVI-5G20570"
"AT4G16390"	"Cvi-1_ID"	"ATCVI-4G39470"
"AT1G12700"	"Cvi-1_ID"	"ATCVI-1G23340"
"AT2G18940"	"Cvi-1_ID"	"ATCVI-2G38740"
"AT1G62680"	"Cvi-1_ID"	"ATCVI-1G76290"
"AT5G46580"	"Cvi-1_ID"	"ATCVI-5G65810"
"AT5G21222"	"Cvi-1_ID"	"ATCVI-5G31800"
"AT3G04260"	"Cvi-1_ID"	"ATCVI-3G13730"
"AT3G16710"	"Cvi-1_ID"	"ATCVI-3G27770"
"AT3G22150"	"Cvi-1_ID"	"ATCVI-3G34290"
"AT3G29230"	"Cvi-1_ID"	"ATCVI-3G43470"
"AT1G02150"	"Cvi-1_ID"	"ATCVI-1G11220"
"AT1G79540"	"Cvi-1_ID"	"ATCVI-1G94690"
"AT3G59040"	"Cvi-1_ID"	"ATCVI-3G79110"
"AT3G06430"	"Cvi-1_ID"	"ATCVI-3G16240"
"AT4G14190"	"Cvi-1_ID"	"ATCVI-4G36380"
"AT1G30610"	"Cvi-1_ID"	"ATCVI-1G42260"
"AT1G61870"	"Cvi-1_ID"	"ATCVI-1G75430"
"AT3G16010"	"Cvi-1_ID"	"ATCVI-3G27050"
"AT3G53700"	"Cvi-1_ID"	"ATCVI-3G73410"
"AT5G50280"	"Cvi-1_ID"	"ATCVI-5G69980"
"AT5G25630"	"Cvi-1_ID"	"ATCVI-5G36200"
"AT2G41080"	"Cvi-1_ID"	"ATCVI-2G63670"
"AT1G47580"	"Cvi-1_ID"	"ATCVI-1G60700"
"AT2G30100"	"Cvi-1_ID"	"ATCVI-2G51260"
"AT4G21190"	"Cvi-1_ID"	"ATCVI-4G44790"
"AT5G60960"	"Cvi-1_ID"	"ATCVI-5G81830"
"AT4G14050"	"Cvi-1_ID"	"ATCVI-4G36160"
"AT4G02820"	"Cvi-1_ID"	"ATCVI-4G13510"
"AT2G36240"	"Cvi-1_ID"	"ATCVI-2G58230"
"AT2G35130"	"Cvi-1_ID"	"ATCVI-2G56910"
"AT1G59720"	"Cvi-1_ID"	"ATCVI-1G73120"
"AT1G09820"	"Cvi-1_ID"	"ATCVI-1G19910"
"AT4G26680"	"Cvi-1_ID"	"ATCVI-4G51240"
"AT5G13270"	"Cvi-1_ID"	"ATCVI-5G22980"
"AT2G15690"	"Cvi-1_ID"	"ATCVI-2G34600"
"AT4G30825"	"Cvi-1_ID"	"ATCVI-4G55970"
"AT3G22690"	"Cvi-1_ID"	"ATCVI-3G34910"
"AT3G48810"	"Cvi-1_ID"	"ATCVI-3G68020"
"AT4G31850"	"Cvi-1_ID"	"ATCVI-4G57170"
"AT5G66520"	"Cvi-1_ID"	"ATCVI-5G88070"
"AT2G15820"	"Cvi-1_ID"	"ATCVI-2G34880"
"AT2G01860"	"Cvi-1_ID"	"ATCVI-2G11250"
"AT1G01970"	"Cvi-1_ID"	"ATCVI-1G11010"
"AT1G55890"	"Cvi-1_ID"	"ATCVI-1G69260"
"AT1G08610"	"Cvi-1_ID"	"ATCVI-1G18540"
"AT3G49730"	"Cvi-1_ID"	"ATCVI-3G69100"
"AT2G32230"	"Cvi-1_ID"	"ATCVI-2G53680"
"AT1G74850"	"Cvi-1_ID"	"ATCVI-1G89610"
"AT3G49142"	"Cvi-1_ID"	"ATCVI-3G68390"
"AT1G50270"	"Cvi-1_ID"	"ATCVI-1G63720"
"AT2G20710"	"Cvi-1_ID"	"ATCVI-2G40720"
"AT4G39620"	"Cvi-1_ID"	"ATCVI-4G65770"
"AT2G37230"	"Cvi-1_ID"	"ATCVI-2G59410"
"AT4G20090"	"Cvi-1_ID"	"ATCVI-4G43620"
"AT4G21900"	"Cvi-1_ID"	"ATCVI-4G45730"
"AT3G26630"	"Cvi-1_ID"	"ATCVI-3G39600"
"AT3G15590"	"Cvi-1_ID"	"ATCVI-3G26590"
"AT2G18520"	"Cvi-1_ID"	"ATCVI-2G38220"
"AT5G01110"	"Cvi-1_ID"	"ATCVI-5G10140"
"AT4G18975"	"Cvi-1_ID"	"ATCVI-4G42410"
"AT5G61800"	"Cvi-1_ID"	"ATCVI-5G82770"
"AT1G66345"	"Cvi-1_ID"	"ATCVI-1G80290"
"AT1G74750"	"Cvi-1_ID"	"ATCVI-1G89520"
"AT3G04760"	"Cvi-1_ID"	"ATCVI-3G14210"
"AT3G29290"	"Cvi-1_ID"	"ATCVI-3G43670"
"AT1G26460"	"Cvi-1_ID"	"ATCVI-1G37390"
"AT5G09450"	"Cvi-1_ID"	"ATCVI-5G19190"
"AT1G31920"	"Cvi-1_ID"	"ATCVI-1G43900"
"AT1G22960"	"Cvi-1_ID"	"ATCVI-1G34650"
"AT5G67570"	"Cvi-1_ID"	"ATCVI-5G89320"
"AT3G46610"	"Cvi-1_ID"	"ATCVI-3G65500"
"AT3G02490"	"Cvi-1_ID"	"ATCVI-3G11710"
"AT2G30780"	"Cvi-1_ID"	"ATCVI-2G52020"
"AT4G22760"	"Cvi-1_ID"	"ATCVI-4G46840"
"AT5G41170"	"Cvi-1_ID"	"ATCVI-5G59480"
"AT5G59900"	"Cvi-1_ID"	"ATCVI-5G80670"
"AT3G53170"	"Cvi-1_ID"	"ATCVI-3G72840"
"AT5G57250"	"Cvi-1_ID"	"ATCVI-5G77720"
"AT2G37310"	"Cvi-1_ID"	"ATCVI-2G59490"
"AT2G40240"	"Cvi-1_ID"	"ATCVI-2G62710"
"AT4G19440"	"Cvi-1_ID"	"ATCVI-4G42840"
"AT1G11710"	"Cvi-1_ID"	"ATCVI-1G22170"
"AT2G19280"	"Cvi-1_ID"	"ATCVI-2G39130"
"AT1G69350"	"Cvi-1_ID"	"ATCVI-1G83680"
"AT5G48730"	"Cvi-1_ID"	"ATCVI-5G68280"
"AT1G16480"	"Cvi-1_ID"	"ATCVI-1G27570"
"AT5G14770"	"Cvi-1_ID"	"ATCVI-5G24660"
"AT3G02650"	"Cvi-1_ID"	"ATCVI-3G11930"
"AT1G13410"	"Cvi-1_ID"	"ATCVI-1G24100"
"AT5G65570"	"Cvi-1_ID"	"ATCVI-5G86970"
"AT4G17616"	"Cvi-1_ID"	"ATCVI-4G40830"
"AT2G13600"	"Cvi-1_ID"	"ATCVI-2G31170"
"AT1G73710"	"Cvi-1_ID"	"ATCVI-1G88310"
"AT1G71210"	"Cvi-1_ID"	"ATCVI-1G85710"
"AT2G17033"	"Cvi-1_ID"	"ATCVI-2G36350"
"AT2G26790"	"Cvi-1_ID"	"ATCVI-2G47620"
"AT5G55840"	"Cvi-1_ID"	"ATCVI-5G76090"
"AT3G09650"	"Cvi-1_ID"	"ATCVI-3G19370"
"AT5G55740"	"Cvi-1_ID"	"ATCVI-5G75990"
"AT3G06920"	"Cvi-1_ID"	"ATCVI-3G16860"
"AT1G80270"	"Cvi-1_ID"	"ATCVI-1G95460"
"AT1G10270"	"Cvi-1_ID"	"ATCVI-1G20400"
"AT3G14730"	"Cvi-1_ID"	"ATCVI-3G25520"
"AT1G74900"	"Cvi-1_ID"	"ATCVI-1G89670"
"AT1G10910"	"Cvi-1_ID"	"ATCVI-1G21190"
"AT4G01030"	"Cvi-1_ID"	"ATCVI-4G11440"
"AT3G13160"	"Cvi-1_ID"	"ATCVI-3G23540"
"AT1G06150"	"Cvi-1_ID"	"ATCVI-1G15810"
"AT5G39350"	"Cvi-1_ID"	"ATCVI-5G57180"
"AT3G46870"	"Cvi-1_ID"	"ATCVI-3G65820"
"AT5G43790"	"Cvi-1_ID"	"ATCVI-5G62570"
"AT3G56030"	"Cvi-1_ID"	"ATCVI-3G75930"
"AT4G13650"	"Cvi-1_ID"	"ATCVI-4G35680"
"AT2G29760"	"Cvi-1_ID"	"ATCVI-2G50920"
"AT4G28010"	"Cvi-1_ID"	"ATCVI-4G52830"
"AT3G03580"	"Cvi-1_ID"	"ATCVI-3G12960"
"AT5G18390"	"Cvi-1_ID"	"ATCVI-5G28650"
"AT3G14580"	"Cvi-1_ID"	"ATCVI-3G25390"
"AT2G35030"	"Cvi-1_ID"	"ATCVI-2G56790"
"AT1G71490"	"Cvi-1_ID"	"ATCVI-1G86000"
"AT1G06710"	"Cvi-1_ID"	"ATCVI-1G16370"
"AT5G15340"	"Cvi-1_ID"	"ATCVI-5G25360"
"AT1G33350"	"Cvi-1_ID"	"ATCVI-1G45500"
"AT5G14820"	"Cvi-1_ID"	"ATCVI-3G83070"
"AT3G51320"	"Cvi-1_ID"	"ATCVI-3G70790"
"AT5G39980"	"Cvi-1_ID"	"ATCVI-5G58020"
"AT3G23330"	"Cvi-1_ID"	"ATCVI-3G35740"
"AT3G22470"	"Cvi-1_ID"	"ATCVI-3G34690"
"AT1G18900"	"Cvi-1_ID"	"ATCVI-1G30260"
"AT4G18520"	"Cvi-1_ID"	"ATCVI-4G41900"
"AT1G64580"	"Cvi-1_ID"	"ATCVI-1G78410"
"AT5G13230"	"Cvi-1_ID"	"ATCVI-5G22940"
"AT1G05600"	"Cvi-1_ID"	"ATCVI-1G15150"
"AT5G50990"	"Cvi-1_ID"	"ATCVI-5G70680"
"AT1G11630"	"Cvi-1_ID"	"ATCVI-1G22040"
"AT3G46790"	"Cvi-1_ID"	"ATCVI-3G65730"
"AT2G32630"	"Cvi-1_ID"	"ATCVI-2G54070"
"AT2G20720"	"Cvi-1_ID"	"ATCVI-2G40730"
"AT5G09320"	"Cvi-1_ID"	"ATCVI-5G19060"
"AT1G52620"	"Cvi-1_ID"	"ATCVI-1G66360"
"AT4G37380"	"Cvi-1_ID"	"ATCVI-4G63330"
"AT5G15010"	"Cvi-1_ID"	"ATCVI-5G24950"
"AT5G40400"	"Cvi-1_ID"	"ATCVI-5G58520"
"AT5G08510"	"Cvi-1_ID"	"ATCVI-5G18590"
"AT1G02060"	"Cvi-1_ID"	"ATCVI-1G11100"
"AT3G04130"	"Cvi-1_ID"	"ATCVI-3G13580"
"AT5G19020"	"Cvi-1_ID"	"ATCVI-5G29450"
"AT1G68930"	"Cvi-1_ID"	"ATCVI-1G83230"
"AT5G14080"	"Cvi-1_ID"	"ATCVI-5G23880"
"AT3G26782"	"Cvi-1_ID"	"ATCVI-3G39780"
"AT3G23020"	"Cvi-1_ID"	"ATCVI-3G35300"
"AT3G18020"	"Cvi-1_ID"	"ATCVI-3G29290"
"AT2G28050"	"Cvi-1_ID"	"ATCVI-2G49020"
"AT2G02980"	"Cvi-1_ID"	"ATCVI-2G12510"
"AT1G74600"	"Cvi-1_ID"	"ATCVI-1G89330"
"AT1G69290"	"Cvi-1_ID"	"ATCVI-1G83600"
"AT5G28460"	"Cvi-1_ID"	"ATCVI-5G40070"
"AT5G28370"	"Cvi-1_ID"	"ATCVI-5G40070"
"AT3G61520"	"Cvi-1_ID"	"ATCVI-5G40070"
"AT3G14330"	"Cvi-1_ID"	"ATCVI-3G25120"
"AT2G27800"	"Cvi-1_ID"	"ATCVI-2G48800"
"AT2G22410"	"Cvi-1_ID"	"ATCVI-2G42690"
"AT1G28020"	"Cvi-1_ID"	"ATCVI-1G39190"
"AT1G68980"	"Cvi-1_ID"	"ATCVI-1G83300"
"AT1G15510"	"Cvi-1_ID"	"ATCVI-1G26560"
"AT1G11900"	"Cvi-1_ID"	"ATCVI-1G22410"
"AT3G42630"	"Cvi-1_ID"	"ATCVI-3G58000"
"AT4G32430"	"Cvi-1_ID"	"ATCVI-4G57890"
"AT3G11460"	"Cvi-1_ID"	"ATCVI-3G21630"
"AT3G50420"	"Cvi-1_ID"	"ATCVI-3G69790"
"AT3G49240"	"Cvi-1_ID"	"ATCVI-3G68540"
"AT1G62350"	"Cvi-1_ID"	"ATCVI-1G75960"
"AT1G64430"	"Cvi-1_ID"	"ATCVI-1G78250"
"AT3G24000"	"Cvi-1_ID"	"ATCVI-3G36530"
"AT2G17670"	"Cvi-1_ID"	"ATCVI-2G37130"
"AT1G28000"	"Cvi-1_ID"	"ATCVI-1G39150"
"AT5G66500"	"Cvi-1_ID"	"ATCVI-5G88050"
"AT5G16420"	"Cvi-1_ID"	"ATCVI-5G26510"
"AT5G39710"	"Cvi-1_ID"	"ATCVI-5G57650"
"AT2G06000"	"Cvi-1_ID"	"ATCVI-2G16530"
"AT1G16830"	"Cvi-1_ID"	"ATCVI-1G27930"
"AT5G65560"	"Cvi-1_ID"	"ATCVI-5G86960"
"AT1G15480"	"Cvi-1_ID"	"ATCVI-1G26530"
"AT3G18110"	"Cvi-1_ID"	"ATCVI-3G29400"
"AT3G63370"	"Cvi-1_ID"	"ATCVI-3G84010"
"AT4G32450"	"Cvi-1_ID"	"ATCVI-4G57910"
"AT4G35850"	"Cvi-1_ID"	"ATCVI-4G61680"
"AT1G05750"	"Cvi-1_ID"	"ATCVI-1G15320"
"AT4G38150"	"Cvi-1_ID"	"ATCVI-4G64210"
"AT4G01570"	"Cvi-1_ID"	"ATCVI-4G12000"
"AT1G76280"	"Cvi-1_ID"	"ATCVI-1G91130"
"AT1G26500"	"Cvi-1_ID"	"ATCVI-1G37430"
"AT1G08070"	"Cvi-1_ID"	"ATCVI-1G17960"
"AT3G12770"	"Cvi-1_ID"	"ATCVI-3G23110"
"AT4G04790"	"Cvi-1_ID"	"ATCVI-4G15860"
"AT3G09060"	"Cvi-1_ID"	"ATCVI-3G18710"
"AT4G25270"	"Cvi-1_ID"	"ATCVI-4G49630"
"AT1G17630"	"Cvi-1_ID"	"ATCVI-1G28850"
"AT5G37570"	"Cvi-1_ID"	"ATCVI-5G55280"
"AT3G15200"	"Cvi-1_ID"	"ATCVI-3G26050"
"AT3G09040"	"Cvi-1_ID"	"ATCVI-3G18680"
"AT2G16650"	"Cvi-1_ID"	"ATCVI-2G35900"
"AT5G27460"	"Cvi-1_ID"	"ATCVI-5G38050"
"AT4G16835"	"Cvi-1_ID"	"ATCVI-4G40070"
"AT3G48250"	"Cvi-1_ID"	"ATCVI-3G67270"
"AT2G01740"	"Cvi-1_ID"	"ATCVI-2G11090"
"AT1G77360"	"Cvi-1_ID"	"ATCVI-1G92330"
"AT2G22070"	"Cvi-1_ID"	"ATCVI-2G42330"
"AT1G79490"	"Cvi-1_ID"	"ATCVI-1G94620"
"AT4G21880"	"Cvi-1_ID"	"ATCVI-4G45700"
"AT2G45350"	"Cvi-1_ID"	"ATCVI-2G68370"
"AT5G36300"	"Cvi-1_ID"	"ATCVI-5G54030"
"AT4G18750"	"Cvi-1_ID"	"ATCVI-4G42160"
"AT3G05340"	"Cvi-1_ID"	"ATCVI-3G14900"
"AT4G21170"	"Cvi-1_ID"	"ATCVI-4G44770"
"AT2G36730"	"Cvi-1_ID"	"ATCVI-2G58810"
"AT2G33680"	"Cvi-1_ID"	"ATCVI-2G55230"
"AT4G16470"	"Cvi-1_ID"	"ATCVI-4G39600"
"AT3G26540"	"Cvi-1_ID"	"ATCVI-3G39460"
"AT3G01580"	"Cvi-1_ID"	"ATCVI-3G10740"
"AT1G20300"	"Cvi-1_ID"	"ATCVI-1G31740"
"AT1G09900"	"Cvi-1_ID"	"ATCVI-1G19990"
"AT3G62540"	"Cvi-1_ID"	"ATCVI-3G83070"
"AT3G62470"	"Cvi-1_ID"	"ATCVI-3G83070"
"AT2G16880"	"Cvi-1_ID"	"ATCVI-2G36170"
"AT5G02860"	"Cvi-1_ID"	"ATCVI-5G12110"
"AT4G02750"	"Cvi-1_ID"	"ATCVI-4G13440"
"AT5G27110"	"Cvi-1_ID"	"ATCVI-5G37710"
"AT3G60050"	"Cvi-1_ID"	"ATCVI-3G80180"
"AT5G64320"	"Cvi-1_ID"	"ATCVI-5G85440"
"AT5G24830"	"Cvi-1_ID"	"ATCVI-5G35250"
"AT5G08305"	"Cvi-1_ID"	"ATCVI-5G18330"
"AT5G04780"	"Cvi-1_ID"	"ATCVI-5G14330"
"AT1G04840"	"Cvi-1_ID"	"ATCVI-1G14280"
"AT1G19520"	"Cvi-1_ID"	"ATCVI-1G30940"
"AT4G19890"	"Cvi-1_ID"	"ATCVI-4G43410"
"AT5G27270"	"Cvi-1_ID"	"ATCVI-5G37840"
"AT4G26800"	"Cvi-1_ID"	"ATCVI-4G51370"
"AT5G61370"	"Cvi-1_ID"	"ATCVI-5G82280"
"AT5G18475"	"Cvi-1_ID"	"ATCVI-5G28790"
"AT3G18970"	"Cvi-1_ID"	"ATCVI-3G30400"
"AT3G04750"	"Cvi-1_ID"	"ATCVI-3G14200"
"AT2G38420"	"Cvi-1_ID"	"ATCVI-2G60680"
"AT1G77405"	"Cvi-1_ID"	"ATCVI-1G92380"
"AT1G77010"	"Cvi-1_ID"	"ATCVI-1G91960"
"AT2G04860"	"Cvi-1_ID"	"ATCVI-2G14910"
"AT5G61990"	"Cvi-1_ID"	"ATCVI-5G82950"
"AT4G33170"	"Cvi-1_ID"	"ATCVI-4G58720"
"AT1G20230"	"Cvi-1_ID"	"ATCVI-1G31680"
"AT2G34400"	"Cvi-1_ID"	"ATCVI-2G56150"
"AT3G16610"	"Cvi-1_ID"	"ATCVI-3G27670"
"AT3G07290"	"Cvi-1_ID"	"ATCVI-3G17280"
"AT3G17370"	"Cvi-1_ID"	"ATCVI-3G28540"
"AT5G28380"	"Cvi-1_ID"	"ATCVI-3G81220"
"AT5G28340"	"Cvi-1_ID"	"ATCVI-3G82160"
"AT5G08310"	"Cvi-1_ID"	"ATCVI-5G18340"
"AT1G02370"	"Cvi-1_ID"	"ATCVI-1G11450"
"AT1G30290"	"Cvi-1_ID"	"ATCVI-1G41870"
"AT1G79080"	"Cvi-1_ID"	"ATCVI-1G94190"
"AT1G11290"	"Cvi-1_ID"	"ATCVI-1G21590"
"AT4G21705"	"Cvi-1_ID"	"ATCVI-4G45500"
"AT5G15980"	"Cvi-1_ID"	"ATCVI-5G26050"
"AT1G56690"	"Cvi-1_ID"	"ATCVI-1G71230"
"AT5G62370"	"Cvi-1_ID"	"ATCVI-5G83360"
"AT4G33990"	"Cvi-1_ID"	"ATCVI-4G59640"
"AT3G61360"	"Cvi-1_ID"	"ATCVI-3G81710"
"AT3G02330"	"Cvi-1_ID"	"ATCVI-3G11540"
"AT1G13630"	"Cvi-1_ID"	"ATCVI-1G24380"
"AT5G15280"	"Cvi-1_ID"	"ATCVI-5G25300"
"AT1G19290"	"Cvi-1_ID"	"ATCVI-1G30640"
"AT5G14350"	"Cvi-1_ID"	"ATCVI-5G24180"
"AT3G25210"	"Cvi-1_ID"	"ATCVI-3G37850"
"AT1G31790"	"Cvi-1_ID"	"ATCVI-1G43680"
"AT5G44230"	"Cvi-1_ID"	"ATCVI-5G63080"
"AT2G17525"	"Cvi-1_ID"	"ATCVI-2G36980"
"AT2G17140"	"Cvi-1_ID"	"ATCVI-2G36520"
"AT1G29710"	"Cvi-1_ID"	"ATCVI-1G41210"
"AT2G15980"	"Cvi-1_ID"	"ATCVI-2G35060"
"AT1G18485"	"Cvi-1_ID"	"ATCVI-1G29770"
"AT1G71060"	"Cvi-1_ID"	"ATCVI-1G85560"
"AT1G55630"	"Cvi-1_ID"	"ATCVI-1G68950"
"AT1G64310"	"Cvi-1_ID"	"ATCVI-1G78110"
"AT3G49170"	"Cvi-1_ID"	"ATCVI-3G68460"
"AT5G47360"	"Cvi-1_ID"	"ATCVI-5G66660"
"AT5G46100"	"Cvi-1_ID"	"ATCVI-5G65290"
"AT5G12100"	"Cvi-1_ID"	"ATCVI-5G22140"
"AT3G49740"	"Cvi-1_ID"	"ATCVI-3G69110"
"AT3G47530"	"Cvi-1_ID"	"ATCVI-3G66480"
"AT1G51965"	"Cvi-1_ID"	"ATCVI-1G65610"
"AT1G09410"	"Cvi-1_ID"	"ATCVI-1G19400"
"AT1G13800"	"Cvi-1_ID"	"ATCVI-1G24590"
"AT1G80550"	"Cvi-1_ID"	"ATCVI-1G95760"
"AT3G20730"	"Cvi-1_ID"	"ATCVI-3G32400"
"AT3G13150"	"Cvi-1_ID"	"ATCVI-3G23530"
"AT4G01400"	"Cvi-1_ID"	"ATCVI-4G11840"
"AT3G62890"	"Cvi-1_ID"	"ATCVI-3G83470"
"AT1G05670"	"Cvi-1_ID"	"ATCVI-1G15230"
"AT1G80150"	"Cvi-1_ID"	"ATCVI-1G95340"
"AT1G07740"	"Cvi-1_ID"	"ATCVI-1G17550"
"AT5G38730"	"Cvi-1_ID"	"ATCVI-5G56610"
"AT4G01990"	"Cvi-1_ID"	"ATCVI-4G12530"
"AT3G60040"	"Cvi-1_ID"	"ATCVI-3G80170"
"AT3G58590"	"Cvi-1_ID"	"ATCVI-3G78630"
"AT1G25360"	"Cvi-1_ID"	"ATCVI-1G36680"
"AT1G06140"	"Cvi-1_ID"	"ATCVI-1G15790"
"AT3G54980"	"Cvi-1_ID"	"ATCVI-3G74720"
"AT5G47460"	"Cvi-1_ID"	"ATCVI-5G66840"
"AT4G18840"	"Cvi-1_ID"	"ATCVI-4G42270"
"AT3G56550"	"Cvi-1_ID"	"ATCVI-3G76450"
"AT3G49710"	"Cvi-1_ID"	"ATCVI-3G69070"
"AT3G15130"	"Cvi-1_ID"	"ATCVI-3G25980"
"AT2G42920"	"Cvi-1_ID"	"ATCVI-2G65760"
"AT2G03380"	"Cvi-1_ID"	"ATCVI-2G12890"
"AT2G02150"	"Cvi-1_ID"	"ATCVI-2G11670"
"AT1G71420"	"Cvi-1_ID"	"ATCVI-1G85930"
"AT1G32415"	"Cvi-1_ID"	"ATCVI-1G44530"
"AT1G26900"	"Cvi-1_ID"	"ATCVI-1G37930"
"AT1G22830"	"Cvi-1_ID"	"ATCVI-1G34500"
"AT5G46680"	"Cvi-1_ID"	"ATCVI-5G65910"
"AT4G21065"	"Cvi-1_ID"	"ATCVI-4G44650"
"AT4G20740"	"Cvi-1_ID"	"ATCVI-4G44310"
"AT4G14850"	"Cvi-1_ID"	"ATCVI-4G37390"
"AT2G03880"	"Cvi-1_ID"	"ATCVI-2G13440"
"AT1G80880"	"Cvi-1_ID"	"ATCVI-1G96090"
"AT5G06400"	"Cvi-1_ID"	"ATCVI-5G16190"
"AT3G28660"	"Cvi-1_ID"	"ATCVI-3G42210"
"AT2G40720"	"Cvi-1_ID"	"ATCVI-2G63240"
"AT2G01510"	"Cvi-1_ID"	"ATCVI-2G10800"
"AT1G52640"	"Cvi-1_ID"	"ATCVI-1G66380"
"AT4G11690"	"Cvi-1_ID"	"ATCVI-4G33180"
"AT5G66631"	"Cvi-1_ID"	"ATCVI-5G88260"
"AT5G65820"	"Cvi-1_ID"	"ATCVI-5G87280"
"AT5G61400"	"Cvi-1_ID"	"ATCVI-5G82310"
"AT5G59600"	"Cvi-1_ID"	"ATCVI-5G80370"
"AT5G59200"	"Cvi-1_ID"	"ATCVI-5G79940"
"AT5G56310"	"Cvi-1_ID"	"ATCVI-5G76620"
"AT5G52850"	"Cvi-1_ID"	"ATCVI-5G72750"
"AT5G52630"	"Cvi-1_ID"	"ATCVI-5G72490"
"AT5G50390"	"Cvi-1_ID"	"ATCVI-5G70160"
"AT5G46460"	"Cvi-1_ID"	"ATCVI-5G65730"
"AT5G43820"	"Cvi-1_ID"	"ATCVI-5G62590"
"AT5G42450"	"Cvi-1_ID"	"ATCVI-5G60920"
"AT5G40410"	"Cvi-1_ID"	"ATCVI-5G58550"
"AT5G40405"	"Cvi-1_ID"	"ATCVI-5G58540"
"AT5G39680"	"Cvi-1_ID"	"ATCVI-5G57600"
"AT5G18950"	"Cvi-1_ID"	"ATCVI-5G29360"
"AT5G16860"	"Cvi-1_ID"	"ATCVI-5G27010"
"AT5G15300"	"Cvi-1_ID"	"ATCVI-5G25320"
"AT5G11310"	"Cvi-1_ID"	"ATCVI-5G21220"
"AT5G09950"	"Cvi-1_ID"	"ATCVI-5G19770"
"AT5G08490"	"Cvi-1_ID"	"ATCVI-5G18560"
"AT5G06540"	"Cvi-1_ID"	"ATCVI-5G16340"
